id_viaje,id_tipo_costo,monto_costo
5054,C01,5864.05
5054,C02,6821.41
5054,C03,7506.88
5054,C04,4009.56
5054,C05,3135.81
5054,C06,5485.3
5055,C01,688.31
5055,C02,650.95
5055,C03,906.89
5055,C04,1034.4
5055,C05,1008.57
5055,C06,367.26
5056,C01,1020.7
5056,C02,575.06
5056,C03,1307.28
5056,C04,994.03
5056,C05,755.45
5056,C06,776.22
5057,C01,4631.77
5057,C02,1598.32
5057,C03,2995.06
5057,C04,1769.23
5057,C05,2557.36
5057,C06,2422.8
5058,C01,10926.12
5058,C02,6967.47
5058,C03,8867.77
5058,C04,8682.18
5058,C05,6030.63
5058,C06,5024.24
5059,C01,1504.54
5059,C02,4111.88
5059,C03,4253.15
5059,C04,3306.44
5059,C05,5519.95
5059,C06,5066.58
5060,C01,1615.53
5060,C02,7693.33
5060,C03,1935.06
5060,C04,7384.53
5060,C05,2335.53
5060,C06,7112.22
5061,C01,2481.07
5061,C02,2951.41
5061,C03,5037.51
5061,C04,1896.15
5061,C05,4588.74
5061,C06,1521.98
5062,C01,7494.14
5062,C02,4426.96
5062,C03,7557.51
5062,C04,7333.97
5062,C05,6426.4
5062,C06,8633.02
5063,C01,1598.81
5063,C02,1387.83
5063,C03,1697.41
5063,C04,593.7
5063,C05,958.55
5063,C06,2050.86
5064,C01,2823.9
5064,C02,8828.79
5064,C03,6296.27
5064,C04,3878.95
5064,C05,4190.23
5064,C06,1935.52
5065,C01,1923.73
5065,C02,1318.76
5065,C03,1183.74
5065,C04,1671.74
5065,C05,1967.29
5065,C06,1469.24
5066,C01,2314.16
5066,C02,4956.33
5066,C03,9084.28
5066,C04,4493.22
5066,C05,4661.77
5066,C06,10465.35
5067,C01,9385.52
5067,C02,3111.75
5067,C03,6916.87
5067,C04,7527.4
5067,C05,5254.34
5067,C06,3928.28
5068,C01,609.59
5068,C02,1014.81
5068,C03,473.36
5068,C04,985.24
5068,C05,248.24
5068,C06,398.69
5069,C01,3709.33
5069,C02,5667.56
5069,C03,7198.97
5069,C04,7243.77
5069,C05,6802.32
5069,C06,4655.31
5070,C01,3817.47
5070,C02,5398.21
5070,C03,4730.9
5070,C04,1276.78
5070,C05,5193.55
5070,C06,4590.38
5071,C01,2877.0
5071,C02,3031.43
5071,C03,1979.99
5071,C04,4515.88
5071,C05,1114.76
5071,C06,3817.96
5072,C01,2472.4
5072,C02,2070.69
5072,C03,1787.14
5072,C04,1480.84
5072,C05,2863.24
5072,C06,1777.35
5073,C01,8400.51
5073,C02,8068.66
5073,C03,2373.61
5073,C04,3664.97
5073,C05,2357.32
5073,C06,5293.29
5074,C01,6915.65
5074,C02,8094.77
5074,C03,2662.59
5074,C04,3323.5
5074,C05,7345.86
5074,C06,5849.48
5075,C01,1996.72
5075,C02,539.17
5075,C03,964.02
5075,C04,879.46
5075,C05,483.58
5075,C06,737.92
5076,C01,6030.69
5076,C02,4669.63
5076,C03,3844.52
5076,C04,3174.13
5076,C05,3205.17
5076,C06,5118.25
5077,C01,2474.74
5077,C02,2213.34
5077,C03,4066.02
5077,C04,1595.74
5077,C05,4349.93
5077,C06,1139.24
5078,C01,2262.49
5078,C02,3734.35
5078,C03,1264.48
5078,C04,3283.75
5078,C05,2694.67
5078,C06,1785.4
5079,C01,1825.59
5079,C02,4679.99
5079,C03,1998.83
5079,C04,5774.18
5079,C05,2605.51
5079,C06,5152.68
5080,C01,2323.78
5080,C02,1034.64
5080,C03,1039.84
5080,C04,2579.1
5080,C05,1828.67
5080,C06,2238.06
5081,C01,1023.24
5081,C02,849.5
5081,C03,1025.81
5081,C04,2011.3
5081,C05,1578.46
5081,C06,806.98
5082,C01,935.2
5082,C02,1677.9
5082,C03,1311.62
5082,C04,1899.39
5082,C05,1204.83
5082,C06,1378.81
5083,C01,6632.63
5083,C02,4259.74
5083,C03,1939.32
5083,C04,3149.66
5083,C05,4791.45
5083,C06,2116.42
5084,C01,3023.87
5084,C02,1335.27
5084,C03,2921.21
5084,C04,1772.95
5084,C05,2750.57
5084,C06,2130.05
5085,C01,1029.72
5085,C02,1010.1
5085,C03,1022.98
5085,C04,1453.44
5085,C05,725.79
5085,C06,655.48
5086,C01,2288.08
5086,C02,1701.1
5086,C03,2680.8
5086,C04,1330.54
5086,C05,1124.61
5086,C06,1125.74
5087,C01,8966.69
5087,C02,7309.54
5087,C03,5746.11
5087,C04,6094.75
5087,C05,8785.66
5087,C06,6331.94
5088,C01,5792.66
5088,C02,3623.07
5088,C03,2919.41
5088,C04,2370.55
5088,C05,3213.82
5088,C06,7398.73
5089,C01,4398.67
5089,C02,3214.7
5089,C03,4972.1
5089,C04,5927.02
5089,C05,7138.65
5089,C06,5973.55
5090,C01,1626.1
5090,C02,1856.68
5090,C03,1988.62
5090,C04,904.27
5090,C05,851.67
5090,C06,3289.02
5091,C01,2601.55
5091,C02,2658.29
5091,C03,1432.5
5091,C04,2973.92
5091,C05,2179.66
5091,C06,2528.3
5092,C01,2438.45
5092,C02,2008.46
5092,C03,3361.02
5092,C04,2570.71
5092,C05,1977.07
5092,C06,1637.96
5093,C01,5785.62
5093,C02,9731.55
5093,C03,4323.02
5093,C04,3468.85
5093,C05,10251.95
5093,C06,4716.48
5094,C01,944.23
5094,C02,1821.62
5094,C03,1341.71
5094,C04,1075.06
5094,C05,802.45
5094,C06,1650.9
5095,C01,888.78
5095,C02,1027.17
5095,C03,487.16
5095,C04,546.14
5095,C05,649.27
5095,C06,368.9
5096,C01,9380.63
5096,C02,4576.06
5096,C03,1950.84
5096,C04,5955.76
5096,C05,6873.39
5096,C06,7067.62
5097,C01,3130.97
5097,C02,6381.48
5097,C03,11288.12
5097,C04,5965.49
5097,C05,9814.57
5097,C06,6747.24
5098,C01,6288.33
5098,C02,6680.08
5098,C03,3540.54
5098,C04,9053.0
5098,C05,3834.25
5098,C06,8115.86
5099,C01,1266.26
5099,C02,1346.65
5099,C03,292.41
5099,C04,996.99
5099,C05,424.1
5099,C06,1129.86
5100,C01,736.53
5100,C02,2062.8
5100,C03,1741.13
5100,C04,558.34
5100,C05,2001.44
5100,C06,2063.89
5101,C01,1880.76
5101,C02,882.5
5101,C03,1399.04
5101,C04,933.67
5101,C05,995.43
5101,C06,1199.11
5102,C01,5665.27
5102,C02,5436.12
5102,C03,5542.76
5102,C04,1968.54
5102,C05,6964.21
5102,C06,2342.6
5103,C01,2885.22
5103,C02,4916.31
5103,C03,1820.81
5103,C04,3106.73
5103,C05,7028.8
5103,C06,6428.25
5104,C01,4724.54
5104,C02,6227.64
5104,C03,6196.67
5104,C04,2159.5
5104,C05,2984.99
5104,C06,5678.88
5105,C01,4242.6
5105,C02,1656.23
5105,C03,2506.67
5105,C04,2008.93
5105,C05,1343.77
5105,C06,2141.57
5106,C01,1747.95
5106,C02,1897.88
5106,C03,2679.6
5106,C04,1980.4
5106,C05,1914.25
5106,C06,715.22
5107,C01,2587.61
5107,C02,7134.35
5107,C03,3526.39
5107,C04,6908.62
5107,C05,2459.53
5107,C06,2035.37
5108,C01,5501.38
5108,C02,5776.08
5108,C03,10013.57
5108,C04,10380.75
5108,C05,10749.64
5108,C06,9617.32
5109,C01,10526.06
5109,C02,7766.05
5109,C03,9478.91
5109,C04,7640.31
5109,C05,4173.64
5109,C06,9235.9
5110,C01,2569.2
5110,C02,2168.28
5110,C03,2312.63
5110,C04,5232.35
5110,C05,2963.72
5110,C06,4365.2
5111,C01,2315.65
5111,C02,4365.3
5111,C03,1539.5
5111,C04,3349.07
5111,C05,2303.35
5111,C06,2593.04
5112,C01,7825.17
5112,C02,7438.85
5112,C03,9193.26
5112,C04,6148.99
5112,C05,4958.06
5112,C06,9736.01
5113,C01,2475.72
5113,C02,4299.7
5113,C03,4905.44
5113,C04,4463.97
5113,C05,2932.86
5113,C06,4830.52
5114,C01,3276.08
5114,C02,4126.14
5114,C03,4960.54
5114,C04,4567.26
5114,C05,5139.33
5114,C06,5427.37
5115,C01,414.39
5115,C02,1422.96
5115,C03,1217.7
5115,C04,1156.42
5115,C05,670.26
5115,C06,1117.6
5116,C01,4431.08
5116,C02,5571.04
5116,C03,7273.5
5116,C04,6289.16
5116,C05,7711.46
5116,C06,7395.77
5117,C01,8956.4
5117,C02,8704.77
5117,C03,6514.11
5117,C04,2417.86
5117,C05,5544.84
5117,C06,2279.15
5118,C01,7454.53
5118,C02,8904.28
5118,C03,4037.07
5118,C04,8885.74
5118,C05,3455.79
5118,C06,2942.59
5119,C01,5180.66
5119,C02,2326.07
5119,C03,2367.69
5119,C04,5046.18
5119,C05,2246.59
5119,C06,4195.96
5120,C01,540.91
5120,C02,1969.3
5120,C03,985.27
5120,C04,1135.34
5120,C05,959.08
5120,C06,2324.91
5121,C01,7499.4
5121,C02,5376.08
5121,C03,7451.49
5121,C04,4636.37
5121,C05,3457.62
5121,C06,4851.63
5122,C01,2770.98
5122,C02,1229.37
5122,C03,2093.99
5122,C04,2690.21
5122,C05,892.49
5122,C06,1474.4
5123,C01,2082.14
5123,C02,5272.65
5123,C03,3772.61
5123,C04,2920.48
5123,C05,6748.33
5123,C06,5768.69
5124,C01,7496.76
5124,C02,7230.55
5124,C03,10048.16
5124,C04,4497.76
5124,C05,7415.87
5124,C06,6613.31
5125,C01,2461.77
5125,C02,6767.1
5125,C03,7216.22
5125,C04,2994.19
5125,C05,4656.88
5125,C06,3991.74
5126,C01,4705.65
5126,C02,2536.56
5126,C03,2618.58
5126,C04,5088.5
5126,C05,2394.36
5126,C06,4291.5
5127,C01,3709.71
5127,C02,2155.59
5127,C03,3604.29
5127,C04,3236.65
5127,C05,2747.88
5127,C06,3381.16
5128,C01,4276.54
5128,C02,5166.99
5128,C03,3916.37
5128,C04,9093.34
5128,C05,6661.03
5128,C06,2400.37
5129,C01,2634.91
5129,C02,2529.36
5129,C03,5737.46
5129,C04,4479.35
5129,C05,5663.94
5129,C06,4795.91
5130,C01,3777.5
5130,C02,2003.76
5130,C03,2480.95
5130,C04,3581.54
5130,C05,2389.84
5130,C06,3469.19
5131,C01,4312.15
5131,C02,2723.03
5131,C03,2242.31
5131,C04,5423.77
5131,C05,4223.37
5131,C06,4538.21
5132,C01,2828.97
5132,C02,5440.93
5132,C03,2667.38
5132,C04,4429.77
5132,C05,3943.86
5132,C06,2550.84
5133,C01,3089.6
5133,C02,678.59
5133,C03,1924.98
5133,C04,2508.71
5133,C05,2613.94
5133,C06,1071.05
5134,C01,951.41
5134,C02,418.83
5134,C03,752.11
5134,C04,911.48
5134,C05,827.84
5134,C06,824.03
5135,C01,2156.32
5135,C02,1990.34
5135,C03,3526.37
5135,C04,7298.03
5135,C05,3026.43
5135,C06,5760.34
5136,C01,7346.73
5136,C02,5799.41
5136,C03,4230.84
5136,C04,6882.0
5136,C05,3344.7
5136,C06,7823.28
5137,C01,9330.15
5137,C02,6900.08
5137,C03,5331.6
5137,C04,3329.29
5137,C05,7731.56
5137,C06,3588.82
5138,C01,1800.89
5138,C02,1993.66
5138,C03,1604.9
5138,C04,1541.59
5138,C05,1885.78
5138,C06,504.58
5139,C01,990.26
5139,C02,1702.38
5139,C03,1469.32
5139,C04,2324.15
5139,C05,1357.14
5139,C06,1662.66
5140,C01,2261.92
5140,C02,2046.15
5140,C03,1282.16
5140,C04,719.34
5140,C05,1641.74
5140,C06,760.24
5141,C01,1470.37
5141,C02,4602.21
5141,C03,5044.47
5141,C04,2454.73
5141,C05,1381.65
5141,C06,3475.4
5142,C01,2469.19
5142,C02,4666.08
5142,C03,3929.19
5142,C04,7942.93
5142,C05,7949.98
5142,C06,2444.9
5143,C01,6209.84
5143,C02,3541.93
5143,C03,6526.58
5143,C04,3315.48
5143,C05,5124.18
5143,C06,3261.22
5144,C01,1987.34
5144,C02,2403.52
5144,C03,1436.31
5144,C04,2041.0
5144,C05,2655.64
5144,C06,1119.03
5145,C01,9921.72
5145,C02,2435.02
5145,C03,7566.36
5145,C04,7736.49
5145,C05,10133.12
5145,C06,4646.04
5146,C01,2837.31
5146,C02,2529.99
5146,C03,795.22
5146,C04,1690.72
5146,C05,3270.23
5146,C06,2660.84
5147,C01,5720.02
5147,C02,9111.38
5147,C03,9122.24
5147,C04,8816.1
5147,C05,3639.64
5147,C06,6259.97
5148,C01,1415.41
5148,C02,4454.92
5148,C03,1280.66
5148,C04,2423.81
5148,C05,4052.86
5148,C06,4331.36
5149,C01,673.96
5149,C02,1194.85
5149,C03,1388.01
5149,C04,988.32
5149,C05,589.32
5149,C06,387.7
5150,C01,2650.77
5150,C02,1069.15
5150,C03,1774.95
5150,C04,2049.13
5150,C05,3049.11
5150,C06,886.61
5151,C01,2368.58
5151,C02,4764.7
5151,C03,4776.79
5151,C04,3821.35
5151,C05,6476.29
5151,C06,3746.6
5152,C01,4341.26
5152,C02,6305.43
5152,C03,4051.88
5152,C04,2684.96
5152,C05,5207.68
5152,C06,5975.93
5153,C01,5511.58
5153,C02,5920.19
5153,C03,9523.21
5153,C04,8494.6
5153,C05,5544.19
5153,C06,10331.14
5154,C01,3416.78
5154,C02,5415.36
5154,C03,1152.02
5154,C04,4780.92
5154,C05,4681.05
5154,C06,4752.42
5155,C01,1960.32
5155,C02,1431.78
5155,C03,2597.59
5155,C04,1606.44
5155,C05,1634.33
5155,C06,2402.41
5156,C01,6028.07
5156,C02,5524.5
5156,C03,7910.05
5156,C04,5381.34
5156,C05,2600.88
5156,C06,6871.06
5157,C01,2440.75
5157,C02,7598.31
5157,C03,10509.63
5157,C04,5276.12
5157,C05,5386.47
5157,C06,4503.25
5158,C01,5580.6
5158,C02,3756.02
5158,C03,3325.89
5158,C04,4535.26
5158,C05,3443.13
5158,C06,1720.3
5159,C01,356.82
5159,C02,659.61
5159,C03,337.3
5159,C04,702.46
5159,C05,699.35
5159,C06,1118.65
5160,C01,1862.2
5160,C02,1048.98
5160,C03,678.13
5160,C04,1310.53
5160,C05,1963.8
5160,C06,2177.63
5161,C01,1364.56
5161,C02,2079.71
5161,C03,2526.17
5161,C04,1085.19
5161,C05,3750.38
5161,C06,2547.93
5162,C01,1862.0
5162,C02,3961.89
5162,C03,2445.03
5162,C04,3331.2
5162,C05,1523.52
5162,C06,2268.3
5163,C01,2232.98
5163,C02,2340.32
5163,C03,2466.16
5163,C04,2644.04
5163,C05,3532.58
5163,C06,2145.29
5164,C01,3597.81
5164,C02,2246.42
5164,C03,1475.9
5164,C04,1695.56
5164,C05,3949.29
5164,C06,3987.11
5165,C01,1586.27
5165,C02,2291.5
5165,C03,2735.94
5165,C04,1127.66
5165,C05,2796.7
5165,C06,1401.05
5166,C01,2499.22
5166,C02,2129.51
5166,C03,4666.03
5166,C04,4917.67
5166,C05,6190.15
5166,C06,6271.96
5167,C01,1625.45
5167,C02,986.67
5167,C03,1029.61
5167,C04,1225.93
5167,C05,3011.98
5167,C06,1693.54
5168,C01,1171.35
5168,C02,432.86
5168,C03,1044.93
5168,C04,559.91
5168,C05,919.57
5168,C06,822.92
5169,C01,8905.97
5169,C02,8926.84
5169,C03,9249.73
5169,C04,9133.27
5169,C05,2615.4
5169,C06,5247.07
5170,C01,2620.02
5170,C02,1469.47
5170,C03,1016.84
5170,C04,2976.81
5170,C05,2915.31
5170,C06,3915.24
5171,C01,2622.21
5171,C02,5213.94
5171,C03,3869.44
5171,C04,1781.97
5171,C05,3287.95
5171,C06,3876.59
5172,C01,3915.09
5172,C02,2764.24
5172,C03,5657.3
5172,C04,3319.61
5172,C05,6603.07
5172,C06,9391.81
5173,C01,1527.25
5173,C02,2972.29
5173,C03,1593.17
5173,C04,1606.11
5173,C05,1598.54
5173,C06,961.92
5174,C01,6708.56
5174,C02,7882.47
5174,C03,7817.99
5174,C04,3409.06
5174,C05,6341.96
5174,C06,6050.42
5175,C01,10228.38
5175,C02,6798.43
5175,C03,7533.78
5175,C04,7039.22
5175,C05,6209.69
5175,C06,5234.95
5176,C01,2690.89
5176,C02,2577.19
5176,C03,2667.88
5176,C04,1327.43
5176,C05,1956.26
5176,C06,1083.01
5177,C01,510.57
5177,C02,1208.9
5177,C03,442.29
5177,C04,1414.17
5177,C05,1344.52
5177,C06,1351.17
5178,C01,2700.59
5178,C02,1857.57
5178,C03,4025.88
5178,C04,1841.04
5178,C05,3778.98
5178,C06,1181.35
5179,C01,858.26
5179,C02,2493.67
5179,C03,1823.45
5179,C04,1369.69
5179,C05,2428.13
5179,C06,1363.28
5180,C01,2615.61
5180,C02,1697.78
5180,C03,1161.07
5180,C04,1818.83
5180,C05,1790.45
5180,C06,3444.8
5181,C01,334.29
5181,C02,549.78
5181,C03,823.03
5181,C04,1114.28
5181,C05,610.71
5181,C06,561.23
5182,C01,8977.58
5182,C02,3162.85
5182,C03,7379.45
5182,C04,8162.08
5182,C05,3567.17
5182,C06,5559.32
5183,C01,995.21
5183,C02,834.76
5183,C03,1644.53
5183,C04,2459.75
5183,C05,2530.47
5183,C06,722.63
5184,C01,7188.93
5184,C02,4583.8
5184,C03,5614.0
5184,C04,2556.49
5184,C05,7239.17
5184,C06,4112.43
5185,C01,1071.17
5185,C02,900.41
5185,C03,1110.01
5185,C04,392.35
5185,C05,1391.32
5185,C06,1307.05
5186,C01,396.69
5186,C02,973.0
5186,C03,1651.38
5186,C04,790.95
5186,C05,778.89
5186,C06,730.34
5187,C01,908.87
5187,C02,671.19
5187,C03,678.35
5187,C04,864.92
5187,C05,1218.56
5187,C06,439.32
5188,C01,2019.56
5188,C02,3578.06
5188,C03,1540.75
5188,C04,2003.62
5188,C05,921.77
5188,C06,1282.26
5189,C01,11141.65
5189,C02,10755.57
5189,C03,5384.89
5189,C04,5575.14
5189,C05,3707.29
5189,C06,10081.01
5190,C01,3948.22
5190,C02,4712.9
5190,C03,5807.39
5190,C04,3494.16
5190,C05,4720.82
5190,C06,2869.71
5191,C01,2582.96
5191,C02,3548.61
5191,C03,2824.38
5191,C04,3985.64
5191,C05,6578.64
5191,C06,2742.55
5192,C01,3633.25
5192,C02,6483.33
5192,C03,2290.52
5192,C04,6151.65
5192,C05,6222.52
5192,C06,5482.73
5193,C01,5025.63
5193,C02,5348.81
5193,C03,5172.52
5193,C04,7313.26
5193,C05,7314.38
5193,C06,3126.91
5194,C01,3124.3
5194,C02,8611.46
5194,C03,6466.46
5194,C04,6053.3
5194,C05,5420.37
5194,C06,10039.08
5195,C01,2887.79
5195,C02,2265.75
5195,C03,2635.27
5195,C04,2009.83
5195,C05,1644.52
5195,C06,2581.57
5196,C01,7392.05
5196,C02,4712.66
5196,C03,2422.82
5196,C04,1998.17
5196,C05,4839.41
5196,C06,5344.99
5197,C01,1123.06
5197,C02,1844.73
5197,C03,1186.19
5197,C04,1027.27
5197,C05,3447.76
5197,C06,2110.61
5198,C01,6442.93
5198,C02,5826.72
5198,C03,2589.1
5198,C04,3356.21
5198,C05,5134.5
5198,C06,1523.55
5199,C01,3933.8
5199,C02,2019.18
5199,C03,7547.59
5199,C04,5792.71
5199,C05,5874.92
5199,C06,2332.55
5200,C01,5922.53
5200,C02,5188.16
5200,C03,5110.6
5200,C04,2653.33
5200,C05,8416.72
5200,C06,3517.48
5201,C01,8277.19
5201,C02,3314.31
5201,C03,1867.67
5201,C04,6446.06
5201,C05,3529.16
5201,C06,5255.72
5202,C01,3387.7
5202,C02,7725.17
5202,C03,10154.94
5202,C04,7615.68
5202,C05,7518.85
5202,C06,4429.5
5203,C01,8483.35
5203,C02,4152.8
5203,C03,7822.05
5203,C04,10003.65
5203,C05,5120.21
5203,C06,2357.79
5204,C01,2583.54
5204,C02,2360.56
5204,C03,1218.62
5204,C04,794.99
5204,C05,2967.28
5204,C06,958.19
5205,C01,2703.01
5205,C02,1668.51
5205,C03,2595.89
5205,C04,4499.16
5205,C05,6528.34
5205,C06,4701.36
5206,C01,569.97
5206,C02,1253.14
5206,C03,672.99
5206,C04,1269.46
5206,C05,931.44
5206,C06,517.19
5207,C01,2211.2
5207,C02,3015.99
5207,C03,3554.55
5207,C04,2253.08
5207,C05,3231.36
5207,C06,2350.8
5208,C01,4831.67
5208,C02,2342.26
5208,C03,3162.02
5208,C04,3372.9
5208,C05,1466.52
5208,C06,4695.61
5209,C01,4830.59
5209,C02,1906.57
5209,C03,4398.35
5209,C04,1382.67
5209,C05,2028.22
5209,C06,2274.43
5210,C01,8770.5
5210,C02,4719.28
5210,C03,7654.58
5210,C04,4339.59
5210,C05,3751.55
5210,C06,8736.94
5211,C01,1641.85
5211,C02,3599.92
5211,C03,2093.6
5211,C04,6176.44
5211,C05,2842.31
5211,C06,4308.71
5212,C01,2951.7
5212,C02,8814.2
5212,C03,2617.96
5212,C04,8204.28
5212,C05,8371.94
5212,C06,8333.2
5213,C01,3477.07
5213,C02,3324.36
5213,C03,2241.48
5213,C04,3753.52
5213,C05,3982.8
5213,C06,7990.38
5214,C01,1198.01
5214,C02,2848.27
5214,C03,1943.61
